data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
14/06/2015;09:15:00;31;com vítima;327;BR-101/RJ;Norte;Engavetamento;3;0;0;0;0;0;0;0;0;0;3;0;1;0;0
15/06/2015;18:19:00;89;sem vítima;323;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
16/06/2015;20:36:00;105;sem vítima;323;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
17/06/2015;17:03:00;81;com vítima;322;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
17/06/2015;13:45:00;57;sem vítima;324;BR-101/RJ;Sul;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
17/06/2015;15:18:00;65;sem vítima;329;BR-101/RJ;Sul;Engavetamento;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
18/06/2015;03:09:00;8;com vítima;331;BR-101/RJ;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
18/06/2015;18:25:00;119;sem vítima;332;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
19/06/2015;15:43:00;80;sem vítima;324;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
19/06/2015;21:25:00;136;sem vítima;328;BR-101/RJ;Sul;Engavetamento;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
21/06/2015;00:09:00;1;sem vítima;322;BR-101/RJ;Norte;Choque Praça - Cabine;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
21/06/2015;19:09:00;68;sem vítima;331;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
22/06/2015;07:46:00;16;com vítima;332;BR-101/RJ;Sul;Engavetamento;3;0;0;0;0;0;0;0;0;0;2;0;1;0;0
23/06/2015;17:08:00;86;sem vítima;334;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
26/06/2015;15:36:00;62;com vítima;333;BR-101/RJ;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0
27/06/2015;15:52:00;53;com vítima;334;BR-101/RJ;Norte;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
27/06/2015;16:25:00;55;sem vítima;334;BR-101/RJ;Norte;Engavetamento;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
28/06/2015;07:45:00;15;com vítima;322;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0
30/06/2015;05:59:00;9;sem vítima;330;BR-101/RJ;Sul;Colisão - Transversal;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
01/07/2015;06:25:00;6;sem vítima;321;BR-101/RJ;Norte;Colisão - Lateral;1;;;;1;;;;;;2;;;;
24/07/2015;06:03:00;6;com vítima;330;BR-101/RJ;Norte;Queda de moto;;;;1;;;;;;;0;;1;;
21/07/2015;05:11:00;8;sem vítima;328;BR-101/RJ;Norte;Tombamento;2;;;;;;;;;;2;;;;
13/07/2015;06:35:00;9;sem vítima;330;BR-101/RJ;Sul;Colisão - Traseira;1;;;;1;;;;;;2;;;;
15/07/2015;05:31:00;10;com vítima;326;BR-101/RJ;Sul;Capotamento;1;;;;1;;;;;;1;;1;;
11/07/2015;07:35:00;11;com vítima;334;BR-101/RJ;Sul;Colisão - Lateral;1;;;;1;;;;;;1;1;;;
25/07/2015;08:01:00;11;sem vítima;323;BR-101/RJ;Norte;Engavetamento;3;;;;;;;;;;3;;;;
09/07/2015;07:01:00;12;sem vítima;321;BR-101/RJ;Sul;Colisão - Traseira;1;;;;1;;;;;;2;;;;
26/07/2015;06:38:00;12;com vítima;325;BR-101/RJ;Norte;Colisão - Traseira;2;;;;;;;;;;0;;4;;
08/07/2015;05:52:00;18;sem vítima;323;BR-101/RJ;Sul;Colisão - Traseira;2;;;;;;;;;;2;;;;
11/07/2015;09:13:00;18;sem vítima;323;BR-101/RJ;Norte;Colisão - Traseira;2;;;;;;;;;;2;;;;
27/07/2015;08:49:00;19;sem vítima;334;BR-101/RJ;Sul;Engavetamento;3;;;;;;;;;;3;;;;
28/07/2015;07:29:00;19;sem vítima;322;BR-101/RJ;Sul;Colisão - Traseira;2;;;;;;;;;;2;;;;
11/07/2015;10:53:00;23;com vítima;334;BR-101/RJ;Sul;Colisão - Traseira;1;;;1;;;;;;;1;;1;;
11/07/2015;13:25:00;38;com vítima;323;BR-101/RJ;Norte;Colisão - Traseira;1;;;1;;;;;;;1;1;;;
19/07/2015;14:11:00;38;sem vítima;322;BR-101/RJ;Norte;Colisão - Traseira;2;;;;;;;;;;2;;;;
18/07/2015;12:26:00;40;com vítima;327;BR-101/RJ;Norte;Colisão - Lateral;1;;;1;;;;;;;1;;1;;
15/07/2015;09:14:00;41;sem vítima;329;BR-101/RJ;Sul;Engavetamento;4;;;;1;;;;;;5;;;;
21/07/2015;10:18:00;41;com vítima;332;BR-101/RJ;Sul;Colisão - Traseira;3;;;1;;;;;;;3;;2;;
23/07/2015;12:57:00;41;com vítima;327;BR-101/RJ;Sul;Queda de moto;;;;1;;;;;;;0;2;;;
18/07/2015;13:23:00;47;sem vítima;328;BR-101/RJ;Norte;Colisão - Traseira;3;;;;;;;;;;3;;;;
31/07/2015;12:54:00;47;com vítima;334;BR-101/RJ;Sul;Colisão - Transversal;1;;;;2;;;;;;2;;1;1;
15/07/2015;10:05:00;48;sem vítima;324;BR-101/RJ;Sul;Colisão - Lateral;1;;;;1;;;;;;2;;;;
06/07/2015;15:37:00;51;sem vítima;331;BR-101/RJ;Sul;Capotamento;1;;;;;;;;;;2;;;;
11/07/2015;15:23:00;51;com vítima;323;BR-101/RJ;Norte;Colisão - Traseira;1;;;1;;;;;;;1;;1;;
18/07/2015;14:07:00;53;sem vítima;334;BR-101/RJ;Sul;Colisão - Traseira;1;;;;1;;;;;;2;;;;
11/07/2015;16:05:00;54;com vítima;322;BR-101/RJ;Sul;Colisão - Lateral;1;;1;;;;;;;;1;1;;;
29/07/2015;13:34:00;57;sem vítima;333;BR-101/RJ;Sul;Colisão - Traseira;1;;;;1;;;;;;2;;;;
28/07/2015;13:48:00;58;com vítima;334;BR-101/RJ;Sul;Colisão - Lateral;1;;;1;;;;;;;1;;1;;
03/07/2015;16:06:00;61;sem vítima;332;BR-101/RJ;Sul;Colisão - Traseira;2;;;;;;;;;;2;;;;
31/07/2015;14:50:00;62;sem vítima;329;BR-101/RJ;Sul;Colisão - Traseira;1;;;;1;;;;;;2;;;;
24/07/2015;14:42:00;63;sem vítima;328;BR-101/RJ;Norte;Colisão - Lateral;3;;;;;;;;;;3;;;;
29/07/2015;14:43:00;63;sem vítima;322;BR-101/RJ;Norte;Colisão - Traseira;1;;1;;;;;;;;2;;;;
13/07/2015;13:27:00;64;sem vítima;333;BR-101/RJ;Sul;Colisão - Traseira;1;;1;;;;;;;;2;;;;
28/07/2015;15:03:00;64;com vítima;334;BR-101/RJ;Sul;Colisão - Traseira;1;;;1;;;;;;;1;1;;;
14/07/2015;15:51:00;66;sem vítima;321;BR-101/RJ;Norte;Colisão - Traseira;1;;1;;;;;;;;2;;;;
14/07/2015;16:13:00;68;sem vítima;334;BR-101/RJ;Sul;Colisão - Traseira;2;;1;;;;;;;;3;;;;
17/07/2015;16:27:00;68;sem vítima;323;BR-101/RJ;Norte;Colisão - Traseira;2;;;;;;;;;;2;;;;
25/07/2015;17:22:00;69;com vítima;326;BR-101/RJ;Norte;Colisão - Traseira;;;;1;1;;;;;;1;2;;;
24/07/2015;15:24:00;72;sem vítima;330;BR-101/RJ;Norte;Colisão - Traseira;3;;;;;;;;;;3;;;;
10/07/2015;14:28:00;73;sem vítima;332;BR-101/RJ;Norte;Colisão - Lateral;2;;;;;;;;;;2;;;;
31/07/2015;16:39:00;77;com vítima;323;BR-101/RJ;Norte;Colisão - Lateral;2;;1;1;;;;;;;3;1;;;
14/07/2015;17:29:00;78;sem vítima;332;BR-101/RJ;Sul;Colisão - Traseira;;;;;;;;;;2;2;;;;
27/07/2015;17:53:00;78;sem vítima;334;BR-101/RJ;Sul;Engavetamento;2;;;;1;;;;;;3;;;;
02/07/2015;18:26:00;81;com vítima;334;BR-101/RJ;Norte;Colisão - Traseira;1;;;1;;;;;;;1;;1;;
25/07/2015;21:35:00;88;sem vítima;322;BR-101/RJ;Norte;Colisão - Traseira;1;;;;1;;;;;;2;;;;
01/07/2015;19:27:00;93;sem vítima;322;BR-101/RJ;Norte;Colisão - Traseira;2;;;;;;;;;;2;;;;
30/07/2015;18:07:00;100;sem vítima;332;BR-101/RJ;Norte;Engavetamento;3;;;;;;;;;;3;;;;
15/07/2015;15:06:00;101;sem vítima;324;BR-101/RJ;Norte;Colisão - Traseira;2;;;;;;;;;;2;;;;
15/07/2015;16:45:00;115;com vítima;324;BR-101/RJ;Norte;Queda de moto;;;;1;;;;;;;0;1;;;
10/07/2015;23:02:00;134;sem vítima;323;BR-101/RJ;Norte;Colisão - Lateral;;;1;;1;;;;;;2;;;;
15/07/2015;19:25:00;134;sem vítima;323;BR-101/RJ;Sul;Colisão - Traseira;2;;;;;;;;;;2;;;;
01/08/2015;14:40:00;57;com vítima;321;BR-101/RJ;Sul;Queda de moto;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
01/08/2015;12:14:00;40;sem vítima;322,5;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/2015;11:53:00;38;com vítima;325;BR-101/RJ;Norte;Engavetamento;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0
01/08/2015;10:34:00;31;sem vítima;325,7;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0
02/08/2015;16:01:00;61;com vítima;322,5;BR-101/RJ;Sul;Colisão - Transversal;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
02/08/2015;17:36:00;70;sem vítima;327,5;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/08/2015;15:40:00;60;com vítima;328;BR-101/RJ;Norte;Choque Defensa;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
02/08/2015;12:36:00;41;com vítima;330;BR-101/RJ;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
02/08/2015;08:10:00;12;com vítima;332,5;BR-101/RJ;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
03/08/2015;17:21:00;88;sem vítima;324;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/08/2015;16:19:00;78;com vítima;324,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
04/08/2015;14:01:00;49;com vítima;334;BR-101/RJ;Norte;Colisão - Lateral;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
05/08/2015;14:41:00;67;com vítima;325;BR-101/RJ;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
05/08/2015;07:15:00;18;com vítima;328,5;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
05/08/2015;07:41:00;21;sem vítima;330,7;BR-101/RJ;Norte;Engavetamento;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
07/08/2015;05:10:00;5;com vítima;333,7;BR-101/RJ;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
08/08/2015;20:00:00;76;sem vítima;325,5;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
08/08/2015;05:52:00;9;com vítima;334;BR-101/RJ;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
12/08/2015;18:19:00;86;sem vítima;328,5;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
14/08/2015;18:06:00;84;sem vítima;328,5;BR-101/RJ;Norte;Colisão - Lateral;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15/08/2015;18:09:00;80;sem vítima;323,2;BR-101/RJ;Norte;Engavetamento;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/08/2015;12:40:00;52;sem vítima;323,9;BR-101/RJ;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/08/2015;05:06:00;10;com vítima;331,8;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
17/08/2015;13:25:00;51;sem vítima;333,5;BR-101/RJ;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
17/08/2015;11:29:00;39;com vítima;334;BR-101/RJ;Sul;Engavetamento;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0
20/08/2015;16:13:00;63;sem vítima;325,5;BR-101/RJ;Sul;Colisão - Lateral;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
20/08/2015;13:56:00;54;com vítima;333,1;BR-101/RJ;Sul;Engavetamento;3;0;1;0;0;0;0;0;0;0;6;2;0;0;0
21/08/2015;14:31:00;60;com vítima;322,5;BR-101/RJ;Sul;Colisão - Traseira;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
21/08/2015;16:16:00;70;com vítima;324;BR-101/RJ;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
21/08/2015;20:51:00;96;com vítima;333,5;BR-101/RJ;Norte;Engavetamento;2;0;0;0;1;0;0;0;0;0;0;5;0;0;0
22/08/2015;13:58:00;42;com vítima;331,8;BR-101/RJ;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
23/08/2015;10:31:00;25;com vítima;329;BR-101/RJ;Sul;Queda de moto;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
23/08/2015;14:07:00;42;com vítima;332;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;1;2;0;0;1
24/08/2015;17:48:00;77;sem vítima;321;BR-101/RJ;Sul;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0
25/08/2015;11:24:00;42;com vítima;321;BR-101/RJ;Sul;Colisão - Frontal;0;0;0;0;1;0;0;0;0;0;5;1;0;0;0
25/08/2015;10:22:00;35;sem vítima;329,7;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28/08/2015;17:24:00;71;com vítima;329,5;BR-101/RJ;Norte;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
29/08/2015;13:02:00;41;sem vítima;334;BR-101/RJ;Norte;Queda de moto;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0
31/08/2015;15:04:00;95;com vítima;334;BR-101/RJ;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
01/09/2015;17:55:00;89;com vítima;323;BR-101/RJ;Norte;Queda de moto;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
01/09/2015;06:53:00;21;com vítima;324;BR-101/RJ;Sul;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
01/09/2015;19:20:00;102;sem vítima;328;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
03/09/2015;20:26:00;91;com vítima;330,9;BR-101/RJ;Norte;Engavetamento;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0
04/09/2015;07:56:00;20;com vítima;327,5;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
04/09/2015;18:39:00;83;com vítima;328,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
04/09/2015;19:19:00;92;com vítima;333,5;BR-101/RJ;Norte;Choque com veículo na faixa de;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
05/09/2015;00:31:00;4;com vítima;322,5;BR-101/RJ;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0
05/09/2015;21:06:00;108;sem vítima;323,4;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
05/09/2015;06:50:00;19;sem vítima;328,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
06/09/2015;18:50:00;39;sem vítima;323,5;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
08/09/2015;14:59:00;84;sem vítima;322,5;BR-101/RJ;Sul;Colisão - Lateral;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
08/09/2015;18:21:00;115;sem vítima;325;BR-101/RJ;Norte;Colisão - Lateral;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
08/09/2015;12:26:00;62;sem vítima;327,5;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
08/09/2015;11:08:00;54;com vítima;328,5;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
10/09/2015;07:34:00;26;sem vítima;322,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
11/09/2015;19:50:00;107;com vítima;322,5;BR-101/RJ;Sul;Colisão - Lateral;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0
11/09/2015;13:06:00;68;sem vítima;331;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
12/09/2015;02:04:00;4;com vítima;321;BR-101/RJ;Sul;Capotamento;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0
12/09/2015;19:12:00;78;sem vítima;321,5;BR-101/RJ;Norte;Colisão - Lateral;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
12/09/2015;15:00:00;54;com vítima;323,1;BR-101/RJ;Sul;Colisão - Traseira;2;0;1;0;0;0;0;0;0;0;0;6;0;0;0
13/09/2015;19:45:00;55;com vítima;331,5;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;1;0;0;0;0;0;2;1;0;0;0
14/09/2015;18:32:00;88;com vítima;328,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
15/09/2015;13:35:00;58;com vítima;333;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
16/09/2015;22:20:00;99;sem vítima;330;BR-101/RJ;Norte;Colisão - Traseira;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
18/09/2015;23:39:00;162;sem vítima;322;BR-101/RJ;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
18/09/2015;16:58:00;106;com vítima;329;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
18/09/2015;07:04:00;16;com vítima;334;BR-101/RJ;Sul;Queda de moto;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
19/09/2015;14:34:00;61;com vítima;321;BR-101/RJ;Sul;Colisão - Traseira;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
19/09/2015;11:48:00;48;com vítima;334;BR-101/RJ;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
20/09/2015;18:11:00;50;com vítima;332;BR-101/RJ;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;4;0;0;0;1
21/09/2015;01:49:00;6;sem vítima;321,5;BR-101/RJ;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22/09/2015;16:07:00;83;sem vítima;321,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
22/09/2015;16:38:00;85;sem vítima;322;BR-101/RJ;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
23/09/2015;10:29:00;34;com vítima;334;BR-101/RJ;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
24/09/2015;13:12:00;64;com vítima;322;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
25/09/2015;08:43:00;24;com vítima;325,2;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
30/09/2015;21:06:00;107;sem vítima;321;BR-101/RJ;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
02/10/2015;22:07:00;123;com vítima;321,5;BR-101/RJ;Sul;Colisão - Frontal;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0
02/10/2015;19:32:00;112;com vítima;334;BR-101/RJ;Norte;Colisão - Traseira;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0
04/10/2015;22:02:00;67;com vítima;325;BR-101/RJ;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0
04/10/2015;05:59:00;9;com vítima;326,5;BR-101/RJ;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;0;1;3;0;0
04/10/2015;14:53:00;39;sem vítima;327,5;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05/10/2015;12:41:00;52;sem vítima;325;BR-101/RJ;Norte;Colisão - Traseira;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0
07/10/2015;14:41:00;61;com vítima;325;BR-101/RJ;Norte;Colisão - Traseira;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
08/10/2015;06:41:00;16;com vítima;321,5;BR-101/RJ;Sul;Colisão - Traseira;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0
08/10/2015;07:40:00;28;sem vítima;321;BR-101/RJ;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
08/10/2015;14:17:00;93;sem vítima;325;BR-101/RJ;Norte;Queda de moto;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
10/10/2015;08:41:00;44;sem vítima;324;BR-101/RJ;Norte;Engavetamento;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10/10/2015;11:44:00;83;sem vítima;324,6;BR-101/RJ;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
11/10/2015;09:16:00;26;sem vítima;324;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0
13/10/2015;09:49:00;44;com vítima;334;BR-101/RJ;Sul;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
16/10/2015;17:16:00;120;sem vítima;323,5;BR-101/RJ;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
16/10/2015;20:29:00;150;sem vítima;325;BR-101/RJ;Norte;Colisão - Traseira;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
17/10/2015;07:01:00;23;com vítima;334;BR-101/RJ;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
